801.8101903880046  Результат модуля: class org.itmo.masha.MySystem
463.78548603419694  Результат модуля: class org.itmo.masha.MySystem
310.3930347226409  Результат модуля: class org.itmo.masha.MySystem
225.78640520104705  Результат модуля: class org.itmo.masha.MySystem
174.14889612253012  Результат модуля: class org.itmo.masha.MySystem
137.56680771415205  Результат модуля: class org.itmo.masha.MySystem
112.31348582229144  Результат модуля: class org.itmo.masha.MySystem
93.128104781653  Результат модуля: class org.itmo.masha.MySystem
79.42091478700016  Результат модуля: class org.itmo.masha.MySystem
67.48143043813292  Результат модуля: class org.itmo.masha.MySystem
-5.986984659329313  Результат модуля: class org.itmo.masha.logarithm.MyLog
-5.278204685733749  Результат модуля: class org.itmo.masha.logarithm.MyLog
-4.802563785137417  Результат модуля: class org.itmo.masha.logarithm.MyLog
-4.448830424349829  Результат модуля: class org.itmo.masha.logarithm.MyLog
-4.173545131872154  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.932639341734198  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.7313639707837654  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.5495221505558883  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.3973932532156  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.2433924596316817  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.782614677297154  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.3348030185652258  Результат модуля: class org.itmo.masha.logarithm.MyLog
-3.0342900969369833  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.810799128026655  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.6368721435725564  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.4846663455834594  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.3574992964497765  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.242610487261237  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.1464944902002276  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.0491958172834344  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.58296711930625  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.277177899725189  Результат модуля: class org.itmo.masha.logarithm.MyLog
-2.0719719610523537  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.9193606396766965  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.8005941989124914  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.696660120209417  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.6098238086646708  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.531371721463896  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.4657386921368591  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.399298069885642  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.804465756434002  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.590840824356313  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.447483564178924  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.340869003967069  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.2578985419078708  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.1852899962766021  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.1246259833953176  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.0698192056332396  Результат модуля: class org.itmo.masha.logarithm.MyLog
-1.023967846153497  Результат модуля: class org.itmo.masha.logarithm.MyLog
-0.9775523007164767  Результат модуля: class org.itmo.masha.logarithm.MyLog
0.9997839269837274  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9996242855023215  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9993641708284126  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9990035860332938  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9985425433590907  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9979810641898291  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9973191790208937  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9965569274268644  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.9956943580277241  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.994731528453423  Результат модуля: class org.itmo.masha.trigonometry.MyCos
0.009999833333333333  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.019998666666666668  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.029995499999999998  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.039989333333333335  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.04997916666666667  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.059964  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.06994283333333334  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.07991466666666666  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.0898785  Результат модуля: class org.itmo.masha.trigonometry.MySin
0.09983333333333333  Результат модуля: class org.itmo.masha.trigonometry.MySin
99.98005903268997  Результат модуля: class org.itmo.masha.trigonometry.MyCot
49.984546578221284  Результат модуля: class org.itmo.masha.trigonometry.MyCot
33.31713659810347  Результат модуля: class org.itmo.masha.trigonometry.MyCot
24.981751451219335  Результат модуля: class org.itmo.masha.trigonometry.MyCot
19.97917552365  Результат модуля: class org.itmo.masha.trigonometry.MyCot
16.643003538620324  Результат модуля: class org.itmo.masha.trigonometry.MyCot
14.259061743579545  Результат модуля: class org.itmo.masha.trigonometry.MyCot
